Time_Casa,Estado_Time_Casa,Time_Visitante,Estado_Time_Visitante,Gols_Mandante,Gols_Visitante,Temporada,Rodada,Empate,Vencedor,Derrotado,Pontuacao_Casa,Pontuacao_Visitante,Num_Vitorias_Casa,Num_Derrota_Casa,Num_Empate_Casa,Num_Vitorias_Visitante,Num_Derrota_Visitante,Num_Empate_Visitante,Saldo_Mandante,Saldo_Visitante,Total_Pontos_Casa,Total_Vitorias_Casa,Total_Empates_Casa,Total_Derrotas_Casa,Total_Saldo_Casa,Total_Pontos_Visitante,Total_Vitorias_Visitante,Total_Empates_Visitante,Total_Derrotas_Visitante,Total_Saldo_Visitante
Csa,AL,Palmeiras,SP,1,1,2019,2,True,None,None,1,1,0,0,1,0,0,1,0,0,32,8,8,22,-34,74,21,11,6,29
Internacional,RS,Flamengo,RJ,2,1,2019,2,False,Internacional,Flamengo,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,7,90,28,6,4,49
Cruzeiro,MG,Ceara,CE,1,0,2019,2,False,Cruzeiro,Ceara,3,0,1,0,0,0,1,0,1,-1,36,7,15,16,-19,39,10,9,19,-5
Avai,SC,Gremio,RS,1,1,2019,2,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,65,19,8,11,25
Fortaleza,CE,Athletico-PR,PR,2,1,2019,2,False,Fortaleza,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,1,64,18,10,10,19
Vasco da Gama,RJ,Atletico-MG,MG,1,2,2019,2,False,Atletico-MG,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,49,12,13,13,-6,48,13,9,16,-4
Goias,GO,Sao Paulo,SP,1,2,2019,2,False,Sao Paulo,Goias,0,3,0,1,0,1,0,0,-1,1,52,15,7,16,-18,60,16,12,10,7
Santos,SP,Fluminense,RJ,2,1,2019,2,False,Santos,Fluminense,3,0,1,0,0,0,1,0,1,-1,74,22,8,8,27,46,12,10,16,-8
Botafogo,RJ,Bahia,BA,3,2,2019,2,False,Botafogo,Bahia,3,0,1,0,0,0,1,0,1,-1,43,13,4,21,-14,49,12,13,13,1
Vasco da Gama,RJ,Corinthians,SP,1,1,2019,3,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,56,14,14,10,8
Palmeiras,SP,Internacional,RS,1,0,2019,3,False,Palmeiras,Internacional,3,0,1,0,0,0,1,0,1,-1,74,21,11,6,29,60,17,9,12,7
Ceara,CE,Atletico-MG,MG,1,2,2019,3,False,Atletico-MG,Ceara,0,3,0,1,0,1,0,0,-1,1,39,10,9,19,-5,48,13,9,16,-4
Chapecoense,SC,Athletico-PR,PR,1,1,2019,3,True,None,None,1,1,0,0,1,0,0,1,0,0,32,7,11,20,-21,64,18,10,10,19
Sao Paulo,SP,Flamengo,RJ,1,1,2019,3,True,None,None,1,1,0,0,1,0,0,1,0,0,60,16,12,10,7,90,28,6,4,49
Cruzeiro,MG,Goias,GO,2,1,2019,3,False,Cruzeiro,Goias,3,0,1,0,0,0,1,0,1,-1,36,7,15,16,-19,52,15,7,16,-18
Botafogo,RJ,Fortaleza,CE,1,0,2019,3,False,Botafogo,Fortaleza,3,0,1,0,0,0,1,0,1,-1,43,13,4,21,-14,53,15,8,15,1
Csa,AL,Santos,SP,0,0,2019,3,True,None,None,1,1,0,0,1,0,0,1,0,0,32,8,8,22,-34,74,22,8,8,27
Bahia,BA,Avai,SC,1,0,2019,3,False,Bahia,Avai,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,1,20,3,11,24,-44
Gremio,RS,Fluminense,RJ,4,5,2019,3,False,Fluminense,Gremio,0,3,0,1,0,1,0,0,-1,1,65,19,8,11,25,46,12,10,16,-8
Fluminense,RJ,Botafogo,RJ,0,1,2019,4,False,Botafogo,Fluminense,0,3,0,1,0,1,0,0,-1,1,46,12,10,16,-8,43,13,4,21,-14
Corinthians,SP,Gremio,RS,0,0,2019,4,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,65,19,8,11,25
Goias,GO,Ceara,CE,2,1,2019,4,False,Goias,Ceara,3,0,1,0,0,0,1,0,1,-1,52,15,7,16,-18,39,10,9,19,-5
Flamengo,RJ,Chapecoense,SC,2,1,2019,4,False,Flamengo,Chapecoense,3,0,1,0,0,0,1,0,1,-1,90,28,6,4,49,32,7,11,20,-21
Santos,SP,Vasco da Gama,RJ,3,0,2019,4,False,Santos,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,74,22,8,8,27,49,12,13,13,-6
Atletico-MG,MG,Palmeiras,SP,0,2,2019,4,False,Palmeiras,Atletico-MG,0,3,0,1,0,1,0,0,-2,2,48,13,9,16,-4,74,21,11,6,29
Internacional,RS,Cruzeiro,MG,3,1,2019,4,False,Internacional,Cruzeiro,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,36,7,15,16,-19
Fortaleza,CE,Sao Paulo,SP,0,1,2019,4,False,Sao Paulo,Fortaleza,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,1,60,16,12,10,7
Avai,SC,Csa,AL,0,0,2019,4,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,32,8,8,22,-34
Athletico-PR,PR,Bahia,BA,1,0,2019,4,False,Athletico-PR,Bahia,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,19,49,12,13,13,1
Fluminense,RJ,Cruzeiro,MG,4,1,2019,5,False,Fluminense,Cruzeiro,3,0,1,0,0,0,1,0,3,-3,46,12,10,16,-8,36,7,15,16,-19
Atletico-MG,MG,Flamengo,RJ,2,1,2019,5,False,Atletico-MG,Flamengo,3,0,1,0,0,0,1,0,1,-1,48,13,9,16,-4,90,28,6,4,49
Palmeiras,SP,Santos,SP,4,0,2019,5,False,Palmeiras,Santos,3,0,1,0,0,0,1,0,4,-4,74,21,11,6,29,74,22,8,8,27
Sao Paulo,SP,Bahia,BA,0,0,2019,5,True,None,None,1,1,0,0,1,0,0,1,0,0,60,16,12,10,7,49,12,13,13,1
Athletico-PR,PR,Corinthians,SP,0,2,2019,5,False,Corinthians,Athletico-PR,0,3,0,1,0,1,0,0,-2,2,64,18,10,10,19,56,14,14,10,8
Chapecoense,SC,Fortaleza,CE,1,3,2019,5,False,Fortaleza,Chapecoense,0,3,0,1,0,1,0,0,-2,2,32,7,11,20,-21,53,15,8,15,1
Goias,GO,Botafogo,RJ,1,0,2019,5,False,Goias,Botafogo,3,0,1,0,0,0,1,0,1,-1,52,15,7,16,-18,43,13,4,21,-14
Internacional,RS,Csa,AL,2,0,2019,5,False,Internacional,Csa,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,32,8,8,22,-34
Vasco da Gama,RJ,Avai,SC,1,1,2019,5,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,20,3,11,24,-44
Ceara,CE,Gremio,RS,2,1,2019,5,False,Ceara,Gremio,3,0,1,0,0,0,1,0,1,-1,39,10,9,19,-5,65,19,8,11,25
Botafogo,RJ,Palmeiras,SP,0,1,2019,6,False,Palmeiras,Botafogo,0,3,0,1,0,1,0,0,-1,1,43,13,4,21,-14,74,21,11,6,29
Gremio,RS,Atletico-MG,MG,1,0,2019,6,False,Gremio,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,65,19,8,11,25,48,13,9,16,-4
Santos,SP,Internacional,RS,0,0,2019,6,True,None,None,1,1,0,0,1,0,0,1,0,0,74,22,8,8,27,60,17,9,12,7
Flamengo,RJ,Athletico-PR,PR,3,2,2019,6,False,Flamengo,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,90,28,6,4,49,64,18,10,10,19
Cruzeiro,MG,Chapecoense,SC,1,2,2019,6,False,Chapecoense,Cruzeiro,0,3,0,1,0,1,0,0,-1,1,36,7,15,16,-19,32,7,11,20,-21
Fortaleza,CE,Vasco da Gama,RJ,1,1,2019,6,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,1,49,12,13,13,-6
Corinthians,SP,Sao Paulo,SP,1,0,2019,6,False,Corinthians,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,56,14,14,10,8,60,16,12,10,7
Bahia,BA,Fluminense,RJ,3,2,2019,6,False,Bahia,Fluminense,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,1,46,12,10,16,-8
Avai,SC,Ceara,CE,1,2,2019,6,False,Ceara,Avai,0,3,0,1,0,1,0,0,-1,1,20,3,11,24,-44,39,10,9,19,-5
Csa,AL,Goias,GO,1,0,2019,6,False,Csa,Goias,3,0,1,0,0,0,1,0,1,-1,32,8,8,22,-34,52,15,7,16,-18
Flamengo,RJ,Fortaleza,CE,2,0,2019,7,False,Flamengo,Fortaleza,3,0,1,0,0,0,1,0,2,-2,90,28,6,4,49,53,15,8,15,1
Bahia,BA,Gremio,RS,1,0,2019,7,False,Bahia,Gremio,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,1,65,19,8,11,25
Botafogo,RJ,Vasco da Gama,RJ,1,0,2019,7,False,Botafogo,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,43,13,4,21,-14,49,12,13,13,-6
Athletico-PR,PR,Fluminense,RJ,3,0,2019,7,False,Athletico-PR,Fluminense,3,0,1,0,0,0,1,0,3,-3,64,18,10,10,19,46,12,10,16,-8
Ceara,CE,Santos,SP,0,1,2019,7,False,Santos,Ceara,0,3,0,1,0,1,0,0,-1,1,39,10,9,19,-5,74,22,8,8,27
Sao Paulo,SP,Cruzeiro,MG,1,1,2019,7,True,None,None,1,1,0,0,1,0,0,1,0,0,60,16,12,10,7,36,7,15,16,-19
Internacional,RS,Avai,SC,2,0,2019,7,False,Internacional,Avai,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,20,3,11,24,-44
Chapecoense,SC,Palmeiras,SP,1,2,2019,7,False,Palmeiras,Chapecoense,0,3,0,1,0,1,0,0,-1,1,32,7,11,20,-21,74,21,11,6,29
Atletico-MG,MG,Csa,AL,4,0,2019,7,False,Atletico-MG,Csa,3,0,1,0,0,0,1,0,4,-4,48,13,9,16,-4,32,8,8,22,-34
Corinthians,SP,Goias,GO,2,0,2019,7,False,Corinthians,Goias,3,0,1,0,0,0,1,0,2,-2,56,14,14,10,8,52,15,7,16,-18
Vasco da Gama,RJ,Internacional,RS,2,1,2019,8,False,Vasco da Gama,Internacional,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,60,17,9,12,7
Palmeiras,SP,Athletico-PR,PR,1,0,2019,8,False,Palmeiras,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,74,21,11,6,29,64,18,10,10,19
Gremio,RS,Fortaleza,CE,1,0,2019,8,False,Gremio,Fortaleza,3,0,1,0,0,0,1,0,1,-1,65,19,8,11,25,53,15,8,15,1
Cruzeiro,MG,Corinthians,SP,0,0,2019,8,True,None,None,1,1,0,0,1,0,0,1,0,0,36,7,15,16,-19,56,14,14,10,8
Ceara,CE,Bahia,BA,0,0,2019,8,True,None,None,1,1,0,0,1,0,0,1,0,0,39,10,9,19,-5,49,12,13,13,1
Avai,SC,Sao Paulo,SP,0,0,2019,8,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,60,16,12,10,7
Santos,SP,Atletico-MG,MG,3,1,2019,8,False,Santos,Atletico-MG,3,0,1,0,0,0,1,0,2,-2,74,22,8,8,27,48,13,9,16,-4
Fluminense,RJ,Flamengo,RJ,0,0,2019,8,True,None,None,1,1,0,0,1,0,0,1,0,0,46,12,10,16,-8,90,28,6,4,49
Csa,AL,Botafogo,RJ,1,2,2019,8,False,Botafogo,Csa,0,3,0,1,0,1,0,0,-1,1,32,8,8,22,-34,43,13,4,21,-14
Goias,GO,Chapecoense,SC,3,1,2019,8,False,Goias,Chapecoense,3,0,1,0,0,0,1,0,2,-2,52,15,7,16,-18,32,7,11,20,-21
Botafogo,RJ,Gremio,RS,0,1,2019,9,False,Gremio,Botafogo,0,3,0,1,0,1,0,0,-1,1,43,13,4,21,-14,65,19,8,11,25
Fortaleza,CE,Cruzeiro,MG,2,1,2019,9,False,Fortaleza,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,1,36,7,15,16,-19
Santos,SP,Corinthians,SP,1,0,2019,9,False,Santos,Corinthians,3,0,1,0,0,0,1,0,1,-1,74,22,8,8,27,56,14,14,10,8
Internacional,RS,Bahia,BA,3,1,2019,9,False,Internacional,Bahia,3,0,1,0,0,0,1,0,2,-2,60,17,9,12,7,49,12,13,13,1
Csa,AL,Flamengo,RJ,0,2,2019,9,False,Flamengo,Csa,0,3,0,1,0,1,0,0,-2,2,32,8,8,22,-34,90,28,6,4,49
Vasco da Gama,RJ,Ceara,CE,1,0,2019,9,False,Vasco da Gama,Ceara,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,39,10,9,19,-5
Palmeiras,SP,Avai,SC,2,0,2019,9,False,Palmeiras,Avai,3,0,1,0,0,0,1,0,2,-2,74,21,11,6,29,20,3,11,24,-44
Chapecoense,SC,Fluminense,RJ,1,1,2019,9,True,None,None,1,1,0,0,1,0,0,1,0,0,32,7,11,20,-21,46,12,10,16,-8
Goias,GO,Athletico-PR,PR,2,1,2019,9,False,Goias,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,52,15,7,16,-18,64,18,10,10,19
Atletico-MG,MG,Sao Paulo,SP,1,1,2019,9,True,None,None,1,1,0,0,1,0,0,1,0,0,48,13,9,16,-4,60,16,12,10,7
Gremio,RS,Vasco da Gama,RJ,2,1,2019,10,False,Gremio,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,65,19,8,11,25,49,12,13,13,-6
Fortaleza,CE,Avai,SC,2,0,2019,10,False,Fortaleza,Avai,3,0,1,0,0,0,1,0,2,-2,53,15,8,15,1,20,3,11,24,-44
Bahia,BA,Santos,SP,0,1,2019,10,False,Santos,Bahia,0,3,0,1,0,1,0,0,-1,1,49,12,13,13,1,74,22,8,8,27
Sao Paulo,SP,Palmeiras,SP,1,1,2019,10,True,None,None,1,1,0,0,1,0,0,1,0,0,60,16,12,10,7,74,21,11,6,29
Flamengo,RJ,Goias,GO,6,1,2019,10,False,Flamengo,Goias,3,0,1,0,0,0,1,0,5,-5,90,28,6,4,49,52,15,7,16,-18
Cruzeiro,MG,Botafogo,RJ,0,0,2019,10,True,None,None,1,1,0,0,1,0,0,1,0,0,36,7,15,16,-19,43,13,4,21,-14
Corinthians,SP,Csa,AL,1,0,2019,10,False,Corinthians,Csa,3,0,1,0,0,0,1,0,1,-1,56,14,14,10,8,32,8,8,22,-34
Athletico-PR,PR,Internacional,RS,1,0,2019,10,False,Athletico-PR,Internacional,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,19,60,17,9,12,7
Chapecoense,SC,Atletico-MG,MG,1,2,2019,10,False,Atletico-MG,Chapecoense,0,3,0,1,0,1,0,0,-1,1,32,7,11,20,-21,48,13,9,16,-4
Fluminense,RJ,Ceara,CE,1,1,2019,10,True,None,None,1,1,0,0,1,0,0,1,0,0,46,12,10,16,-8,39,10,9,19,-5
Vasco da Gama,RJ,Fluminense,RJ,2,1,2019,11,False,Vasco da Gama,Fluminense,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,46,12,10,16,-8
Bahia,BA,Cruzeiro,MG,0,0,2019,11,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,1,36,7,15,16,-19
Internacional,RS,Gremio,RS,1,1,2019,11,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,7,65,19,8,11,25
Ceara,CE,Palmeiras,SP,2,0,2019,11,False,Ceara,Palmeiras,3,0,1,0,0,0,1,0,2,-2,39,10,9,19,-5,74,21,11,6,29
Csa,AL,Athletico-PR,PR,0,4,2019,11,False,Athletico-PR,Csa,0,3,0,1,0,1,0,0,-4,4,32,8,8,22,-34,64,18,10,10,19
Botafogo,RJ,Santos,SP,0,1,2019,11,False,Santos,Botafogo,0,3,0,1,0,1,0,0,-1,1,43,13,4,21,-14,74,22,8,8,27
Atletico-MG,MG,Fortaleza,CE,2,2,2019,11,True,None,None,1,1,0,0,1,0,0,1,0,0,48,13,9,16,-4,53,15,8,15,1
Corinthians,SP,Flamengo,RJ,1,1,2019,11,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,90,28,6,4,49
Avai,SC,Goias,GO,0,0,2019,11,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,52,15,7,16,-18
Sao Paulo,SP,Chapecoense,SC,4,0,2019,11,False,Sao Paulo,Chapecoense,3,0,1,0,0,0,1,0,4,-4,60,16,12,10,7,32,7,11,20,-21
Palmeiras,SP,Vasco da Gama,RJ,1,1,2019,12,True,None,None,1,1,0,0,1,0,0,1,0,0,74,21,11,6,29,49,12,13,13,-6
Fluminense,RJ,Sao Paulo,SP,1,2,2019,12,False,Sao Paulo,Fluminense,0,3,0,1,0,1,0,0,-1,1,46,12,10,16,-8,60,16,12,10,7
Cruzeiro,MG,Athletico-PR,PR,0,2,2019,12,False,Athletico-PR,Cruzeiro,0,3,0,1,0,1,0,0,-2,2,36,7,15,16,-19,64,18,10,10,19
Internacional,RS,Ceara,CE,1,0,2019,12,False,Internacional,Ceara,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,7,39,10,9,19,-5
Chapecoense,SC,Bahia,BA,0,0,2019,12,True,None,None,1,1,0,0,1,0,0,1,0,0,32,7,11,20,-21,49,12,13,13,1
Santos,SP,Avai,SC,3,1,2019,12,False,Santos,Avai,3,0,1,0,0,0,1,0,2,-2,74,22,8,8,27,20,3,11,24,-44
Flamengo,RJ,Botafogo,RJ,3,2,2019,12,False,Flamengo,Botafogo,3,0,1,0,0,0,1,0,1,-1,90,28,6,4,49,43,13,4,21,-14
Fortaleza,CE,Corinthians,SP,1,3,2019,12,False,Corinthians,Fortaleza,0,3,0,1,0,1,0,0,-2,2,53,15,8,15,1,56,14,14,10,8
Goias,GO,Atletico-MG,MG,0,0,2019,12,True,None,None,1,1,0,0,1,0,0,1,0,0,52,15,7,16,-18,48,13,9,16,-4
Csa,AL,Gremio,RS,0,0,2019,12,True,None,None,1,1,0,0,1,0,0,1,0,0,32,8,8,22,-34,65,19,8,11,25
Ceara,CE,Fortaleza,CE,2,1,2019,13,False,Ceara,Fortaleza,3,0,1,0,0,0,1,0,1,-1,39,10,9,19,-5,53,15,8,15,1
Fluminense,RJ,Internacional,RS,2,1,2019,13,False,Fluminense,Internacional,3,0,1,0,0,0,1,0,1,-1,46,12,10,16,-8,60,17,9,12,7
Santos,SP,Goias,GO,6,1,2019,13,False,Santos,Goias,3,0,1,0,0,0,1,0,5,-5,74,22,8,8,27,52,15,7,16,-18
Bahia,BA,Flamengo,RJ,3,0,2019,13,False,Bahia,Flamengo,3,0,1,0,0,0,1,0,3,-3,49,12,13,13,1,90,28,6,4,49
Avai,SC,Botafogo,RJ,0,2,2019,13,False,Botafogo,Avai,0,3,0,1,0,1,0,0,-2,2,20,3,11,24,-44,43,13,4,21,-14
Atletico-MG,MG,Cruzeiro,MG,2,0,2019,13,False,Atletico-MG,Cruzeiro,3,0,1,0,0,0,1,0,2,-2,48,13,9,16,-4,36,7,15,16,-19
Vasco da Gama,RJ,Csa,AL,0,0,2019,13,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,32,8,8,22,-34
Corinthians,SP,Palmeiras,SP,1,1,2019,13,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,74,21,11,6,29
Gremio,RS,Chapecoense,SC,3,3,2019,13,True,None,None,1,1,0,0,1,0,0,1,0,0,65,19,8,11,25,32,7,11,20,-21
Athletico-PR,PR,Sao Paulo,SP,0,1,2019,13,False,Sao Paulo,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,64,18,10,10,19,60,16,12,10,7
Ceara,CE,Chapecoense,SC,4,1,2019,14,False,Ceara,Chapecoense,3,0,1,0,0,0,1,0,3,-3,39,10,9,19,-5,32,7,11,20,-21
Sao Paulo,SP,Santos,SP,3,2,2019,14,False,Sao Paulo,Santos,3,0,1,0,0,0,1,0,1,-1,60,16,12,10,7,74,22,8,8,27
Flamengo,RJ,Gremio,RS,3,1,2019,14,False,Flamengo,Gremio,3,0,1,0,0,0,1,0,2,-2,90,28,6,4,49,65,19,8,11,25
Atletico-MG,MG,Fluminense,RJ,2,1,2019,14,False,Atletico-MG,Fluminense,3,0,1,0,0,0,1,0,1,-1,48,13,9,16,-4,46,12,10,16,-8
Internacional,RS,Corinthians,SP,0,0,2019,14,True,None,None,1,1,0,0,1,0,0,1,0,0,60,17,9,12,7,56,14,14,10,8
Palmeiras,SP,Bahia,BA,2,2,2019,14,True,None,None,1,1,0,0,1,0,0,1,0,0,74,21,11,6,29,49,12,13,13,1
Botafogo,RJ,Athletico-PR,PR,2,1,2019,14,False,Botafogo,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,43,13,4,21,-14,64,18,10,10,19
Avai,SC,Cruzeiro,MG,2,2,2019,14,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,36,7,15,16,-19
Goias,GO,Vasco da Gama,RJ,0,1,2019,14,False,Vasco da Gama,Goias,0,3,0,1,0,1,0,0,-1,1,52,15,7,16,-18,49,12,13,13,-6
Csa,AL,Fortaleza,CE,0,2,2019,14,False,Fortaleza,Csa,0,3,0,1,0,1,0,0,-2,2,32,8,8,22,-34,53,15,8,15,1
Fortaleza,CE,Internacional,RS,0,1,2019,15,False,Internacional,Fortaleza,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,1,60,17,9,12,7
Corinthians,SP,Botafogo,RJ,2,0,2019,15,False,Corinthians,Botafogo,3,0,1,0,0,0,1,0,2,-2,56,14,14,10,8,43,13,4,21,-14
Vasco da Gama,RJ,Flamengo,RJ,1,4,2019,15,False,Flamengo,Vasco da Gama,0,3,0,1,0,1,0,0,-3,3,49,12,13,13,-6,90,28,6,4,49
Athletico-PR,PR,Atletico-MG,MG,1,0,2019,15,False,Athletico-PR,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,19,48,13,9,16,-4
Gremio,RS,Palmeiras,SP,1,1,2019,15,True,None,None,1,1,0,0,1,0,0,1,0,0,65,19,8,11,25,74,21,11,6,29
Bahia,BA,Goias,GO,1,1,2019,15,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,1,52,15,7,16,-18
Fluminense,RJ,Csa,AL,0,1,2019,15,False,Csa,Fluminense,0,3,0,1,0,1,0,0,-1,1,46,12,10,16,-8,32,8,8,22,-34
Sao Paulo,SP,Ceara,CE,1,0,2019,15,False,Sao Paulo,Ceara,3,0,1,0,0,0,1,0,1,-1,60,16,12,10,7,39,10,9,19,-5
Cruzeiro,MG,Santos,SP,2,0,2019,15,False,Cruzeiro,Santos,3,0,1,0,0,0,1,0,2,-2,36,7,15,16,-19,74,22,8,8,27
Chapecoense,SC,Avai,SC,1,0,2019,15,False,Chapecoense,Avai,3,0,1,0,0,0,1,0,1,-1,32,7,11,20,-21,20,3,11,24,-44
Atletico-MG,MG,Bahia,BA,0,1,2019,16,False,Bahia,Atletico-MG,0,3,0,1,0,1,0,0,-1,1,48,13,9,16,-4,49,12,13,13,1
Gremio,RS,Athletico-PR,PR,2,1,2019,16,False,Gremio,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,65,19,8,11,25,64,18,10,10,19
Santos,SP,Fortaleza,CE,3,3,2019,16,True,None,None,1,1,0,0,1,0,0,1,0,0,74,22,8,8,27,53,15,8,15,1
Vasco da Gama,RJ,Sao Paulo,SP,2,0,2019,16,False,Vasco da Gama,Sao Paulo,3,0,1,0,0,0,1,0,2,-2,49,12,13,13,-6,60,16,12,10,7
Goias,GO,Internacional,RS,2,1,2019,16,False,Goias,Internacional,3,0,1,0,0,0,1,0,1,-1,52,15,7,16,-18,60,17,9,12,7
Ceara,CE,Flamengo,RJ,0,3,2019,16,False,Flamengo,Ceara,0,3,0,1,0,1,0,0,-3,3,39,10,9,19,-5,90,28,6,4,49
Avai,SC,Corinthians,SP,1,1,2019,16,True,None,None,1,1,0,0,1,0,0,1,0,0,20,3,11,24,-44,56,14,14,10,8
Csa,AL,Cruzeiro,MG,1,1,2019,16,True,None,None,1,1,0,0,1,0,0,1,0,0,32,8,8,22,-34,36,7,15,16,-19
Botafogo,RJ,Chapecoense,SC,0,0,2019,16,True,None,None,1,1,0,0,1,0,0,1,0,0,43,13,4,21,-14,32,7,11,20,-21
Palmeiras,SP,Fluminense,RJ,3,0,2019,16,False,Palmeiras,Fluminense,3,0,1,0,0,0,1,0,3,-3,74,21,11,6,29,46,12,10,16,-8
Sao Paulo,SP,Gremio,RS,0,0,2019,17,True,None,None,1,1,0,0,1,0,0,1,0,0,60,16,12,10,7,65,19,8,11,25
Bahia,BA,Csa,AL,1,0,2019,17,False,Bahia,Csa,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,1,32,8,8,22,-34
Chapecoense,SC,Santos,SP,0,1,2019,17,False,Santos,Chapecoense,0,3,0,1,0,1,0,0,-1,1,32,7,11,20,-21,74,22,8,8,27
Athletico-PR,PR,Ceara,CE,1,0,2019,17,False,Athletico-PR,Ceara,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,19,39,10,9,19,-5
Internacional,RS,Botafogo,RJ,3,2,2019,17,False,Internacional,Botafogo,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,7,43,13,4,21,-14
Fortaleza,CE,Goias,GO,2,0,2019,17,False,Fortaleza,Goias,3,0,1,0,0,0,1,0,2,-2,53,15,8,15,1,52,15,7,16,-18
Flamengo,RJ,Palmeiras,SP,3,0,2019,17,False,Flamengo,Palmeiras,3,0,1,0,0,0,1,0,3,-3,90,28,6,4,49,74,21,11,6,29
Corinthians,SP,Atletico-MG,MG,1,0,2019,17,False,Corinthians,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,56,14,14,10,8,48,13,9,16,-4
Cruzeiro,MG,Vasco da Gama,RJ,1,0,2019,17,False,Cruzeiro,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,36,7,15,16,-19,49,12,13,13,-6
Fluminense,RJ,Avai,SC,0,1,2019,17,False,Avai,Fluminense,0,3,0,1,0,1,0,0,-1,1,46,12,10,16,-8,20,3,11,24,-44
Corinthians,SP,Ceara,CE,2,2,2019,18,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,39,10,9,19,-5
Vasco da Gama,RJ,Bahia,BA,0,2,2019,18,False,Bahia,Vasco da Gama,0,3,0,1,0,1,0,0,-2,2,49,12,13,13,-6,49,12,13,13,1
Fortaleza,CE,Fluminense,RJ,0,1,2019,18,False,Fluminense,Fortaleza,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,1,46,12,10,16,-8
Avai,SC,Flamengo,RJ,0,3,2019,18,False,Flamengo,Avai,0,3,0,1,0,1,0,0,-3,3,20,3,11,24,-44,90,28,6,4,49
Internacional,RS,Sao Paulo,SP,1,0,2019,18,False,Internacional,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,60,17,9,12,7,60,16,12,10,7
Goias,GO,Palmeiras,SP,1,2,2019,18,False,Palmeiras,Goias,0,3,0,1,0,1,0,0,-1,1,52,15,7,16,-18,74,21,11,6,29
Cruzeiro,MG,Gremio,RS,1,4,2019,18,False,Gremio,Cruzeiro,0,3,0,1,0,1,0,0,-3,3,36,7,15,16,-19,65,19,8,11,25
Botafogo,RJ,Atletico-MG,MG,2,1,2019,18,False,Botafogo,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,43,13,4,21,-14,48,13,9,16,-4
Santos,SP,Athletico-PR,PR,1,1,2019,18,True,None,None,1,1,0,0,1,0,0,1,0,0,74,22,8,8,27,64,18,10,10,19
